,price,buy,sell,volume,v,dv
2020-01-02 10:00:48.016031,295.1,60.0,0.0,60.0,60.0,17706.0
2020-01-02 10:01:59.751600,294.95,0.0,33.0,33.0,33.0,9733.35
2020-01-02 10:04:31.548569,294.75,0.0,113.0,113.0,113.0,33306.75
2020-01-02 10:06:39.158645,294.2,90.0,0.0,90.0,90.0,26478.0
2020-01-02 10:07:58.837489,293.75,0.0,22.0,22.0,22.0,6462.5
2020-01-02 10:10:29.738405,293.8,0.0,2.0,2.0,2.0,587.6
2020-01-02 10:14:05.624438,293.5,0.0,1.0,1.0,1.0,293.5
2020-01-02 10:16:49.086000,293.05,0.0,1.0,1.0,1.0,293.05
2020-01-02 10:18:14.487715,292.65,0.0,24.0,24.0,24.0,7023.599999999999
2020-01-02 10:20:14.183885,292.35,43.0,0.0,43.0,43.0,12571.050000000001
2020-01-02 10:22:06.532298,291.7,0.0,2.0,2.0,2.0,583.4
2020-01-02 10:24:54.962245,291.9,0.0,8.0,8.0,8.0,2335.2
2020-01-02 10:28:12.790599,291.85,0.0,83.0,83.0,83.0,24223.550000000003
2020-01-02 10:30:30.663600,291.5,0.0,106.0,106.0,106.0,30899.0
2020-01-02 10:32:47.767735,291.3,0.0,26.0,26.0,26.0,7573.8
2020-01-02 10:35:11.611742,291.4,4.0,0.0,4.0,4.0,1165.6
2020-01-02 10:37:58.258636,291.95,0.0,5.0,5.0,5.0,1459.75
2020-01-02 10:42:41.760529,291.5,2.0,0.0,2.0,2.0,583.0
2020-01-02 10:47:03.157579,291.25,0.0,63.0,63.0,63.0,18348.75
2020-01-02 10:52:40.880867,291.2,0.0,48.0,48.0,48.0,13977.599999999999
2020-01-02 10:55:56.368985,290.8,2.0,0.0,2.0,2.0,581.6
2020-01-02 11:00:38.178000,291.4,90.0,0.0,90.0,90.0,26225.999999999996
2020-01-02 11:04:19.466138,291.85,3.0,0.0,3.0,3.0,875.5500000000001
2020-01-02 11:07:48.053447,291.9,0.0,37.0,37.0,37.0,10800.3
2020-01-02 11:14:07.058118,291.8,4.0,0.0,4.0,4.0,1167.2
2020-01-02 11:24:57.181781,291.85,10.0,0.0,10.0,10.0,2918.5
2020-01-02 11:29:19.302417,292.2,0.0,11.0,11.0,11.0,3214.2
2020-01-02 11:35:09.696000,292.4,0.0,2.0,2.0,2.0,584.8
2020-01-02 11:40:06.445636,292.55,2.0,0.0,2.0,2.0,585.1
2020-01-02 11:44:29.542500,292.15,0.0,4.0,4.0,4.0,1168.6
2020-01-02 11:52:56.994300,292.1,18.0,0.0,18.0,18.0,5257.8
2020-01-02 12:22:57.994200,291.95,0.0,1.0,1.0,1.0,291.95
2020-01-02 12:37:07.058118,291.95,0.0,4.0,4.0,4.0,1167.8
2020-01-02 12:58:13.583547,292.2,1.0,0.0,1.0,1.0,292.2
2020-01-02 13:14:50.265243,292.3,24.0,0.0,24.0,24.0,7015.200000000001
2020-01-02 13:29:38.433656,292.5,10.0,0.0,10.0,10.0,2925.0
2020-01-02 13:38:14.235864,292.8,75.0,0.0,75.0,75.0,21960.0
2020-01-02 13:45:28.729521,292.55,14.0,0.0,14.0,14.0,4095.7000000000003
2020-01-02 14:06:09.309414,292.5,8.0,0.0,8.0,8.0,2340.0
2020-01-02 14:14:44.610923,291.9,0.0,1.0,1.0,1.0,291.9
2020-01-02 14:19:32.579523,291.6,56.0,0.0,56.0,56.0,16329.600000000002
2020-01-02 14:28:39.469737,292.0,45.0,0.0,45.0,45.0,13140.0
2020-01-02 14:40:44.805646,292.2,0.0,17.0,17.0,17.0,4967.4
2020-01-02 14:53:31.871812,292.15,7.0,0.0,7.0,7.0,2045.0499999999997
2020-01-02 15:04:15.650609,291.95,3.0,0.0,3.0,3.0,875.8499999999999
2020-01-02 15:08:43.815843,291.5,0.0,55.0,55.0,55.0,16032.5
2020-01-02 15:18:06.086348,291.45,0.0,9.0,9.0,9.0,2623.0499999999997
2020-01-02 15:27:13.468041,291.4,10.0,0.0,10.0,10.0,2914.0
2020-01-02 15:30:47.334716,291.15,0.0,70.0,70.0,70.0,20380.5
2020-01-02 15:45:00.000000,290.75,4912.0,0.0,4912.0,4912.0,1428164.0
2020-01-03 09:00:33.381515,293.9,0.0,11.0,11.0,11.0,3232.8999999999996
2020-01-03 09:01:27.694825,294.45,11.0,0.0,11.0,11.0,3238.95
2020-01-03 09:02:25.351447,294.65,1.0,0.0,1.0,1.0,294.65
2020-01-03 09:03:55.173054,294.65,0.0,39.0,39.0,39.0,11491.349999999999
2020-01-03 09:05:52.144318,294.75,1.0,0.0,1.0,1.0,294.75
2020-01-03 09:07:35.061429,295.2,61.0,0.0,61.0,61.0,18007.2
2020-01-03 09:10:01.912159,295.0,4.0,0.0,4.0,4.0,1180.0
2020-01-03 09:12:58.445768,295.05,20.0,0.0,20.0,20.0,5901.0
2020-01-03 09:15:49.140814,295.5,33.0,0.0,33.0,33.0,9751.5
2020-01-03 09:18:58.922679,295.35,0.0,15.0,15.0,15.0,4430.25
2020-01-03 09:22:00.394697,294.85,0.0,74.0,74.0,74.0,21818.9
2020-01-03 09:27:34.282286,294.75,0.0,2.0,2.0,2.0,589.5
2020-01-03 09:31:14.622194,294.45,0.0,71.0,71.0,71.0,20905.95
2020-01-03 09:36:00.521687,294.8,45.0,0.0,45.0,45.0,13266.0
2020-01-03 09:41:46.562507,294.55,0.0,14.0,14.0,14.0,4123.7
2020-01-03 09:47:42.627316,295.1,4.0,0.0,4.0,4.0,1180.4
2020-01-03 09:55:25.309969,294.85,0.0,5.0,5.0,5.0,1474.25
2020-01-03 10:03:07.296568,294.7,0.0,9.0,9.0,9.0,2652.2999999999997
2020-01-03 10:10:11.248875,295.0,0.0,86.0,86.0,86.0,25370.0
2020-01-03 10:17:40.174554,295.2,0.0,2.0,2.0,2.0,590.4
2020-01-03 10:28:29.997000,294.95,0.0,60.0,60.0,60.0,17697.0
2020-01-03 10:37:52.935882,294.7,22.0,0.0,22.0,22.0,6483.4
2020-01-03 10:42:31.008135,294.45,1.0,0.0,1.0,1.0,294.45
2020-01-03 10:46:29.029355,294.3,0.0,5.0,5.0,5.0,1471.5
2020-01-03 10:49:51.361770,293.9,2.0,0.0,2.0,2.0,587.8
2020-01-03 10:53:34.119810,293.75,0.0,81.0,81.0,81.0,23793.75
2020-01-03 10:55:21.315920,293.2,0.0,8.0,8.0,8.0,2345.6
2020-01-03 10:58:17.942131,293.25,16.0,0.0,16.0,16.0,4692.0
2020-01-03 11:01:39.078661,293.4,13.0,0.0,13.0,13.0,3814.2
2020-01-03 11:07:00.342823,293.2,37.0,0.0,37.0,37.0,10848.4
2020-01-03 11:10:21.712114,293.15,0.0,1.0,1.0,1.0,293.15
2020-01-03 11:13:50.251385,292.65,2.0,0.0,2.0,2.0,585.3
2020-01-03 11:16:01.922885,292.5,0.0,13.0,13.0,13.0,3802.5
2020-01-03 11:17:49.370062,292.2,0.0,28.0,28.0,28.0,8181.599999999999
2020-01-03 11:20:45.857483,292.0,24.0,0.0,24.0,24.0,7008.0
2020-01-03 11:23:02.597143,291.65,1.0,0.0,1.0,1.0,291.65
2020-01-03 11:25:09.139135,291.55,0.0,161.0,161.0,161.0,46939.55
2020-01-03 11:26:34.382526,291.4,0.0,106.0,106.0,106.0,30888.399999999998
2020-01-03 11:28:16.379941,291.45,0.0,20.0,20.0,20.0,5829.0
2020-01-03 11:30:40.143044,291.45,0.0,37.0,37.0,37.0,10783.65
2020-01-03 11:34:21.541470,291.8,43.0,0.0,43.0,43.0,12547.4
2020-01-03 11:36:20.576455,291.55,4.0,0.0,4.0,4.0,1166.2
2020-01-03 11:40:02.129964,291.8,51.0,0.0,51.0,51.0,14881.800000000001
2020-01-03 11:43:32.885600,291.3,0.0,27.0,27.0,27.0,7865.1
2020-01-03 11:46:17.180100,291.0,13.0,0.0,13.0,13.0,3783.0
2020-01-03 11:48:07.182380,290.75,145.0,0.0,145.0,145.0,42158.75
2020-01-03 11:50:33.688938,291.2,0.0,13.0,13.0,13.0,3785.6
2020-01-03 11:52:34.441000,291.0,0.0,5.0,5.0,5.0,1455.0
2020-01-03 11:58:10.343793,291.15,0.0,25.0,25.0,25.0,7278.749999999999
2020-01-03 12:04:44.113235,291.15,5.0,0.0,5.0,5.0,1455.75
2020-01-03 12:12:20.687586,291.3,0.0,46.0,46.0,46.0,13399.800000000001
2020-01-03 12:16:51.557344,290.85,0.0,68.0,68.0,68.0,19777.800000000003
2020-01-03 12:18:07.525380,290.4,45.0,0.0,45.0,45.0,13067.999999999998
2020-01-03 12:20:01.230646,290.2,12.0,0.0,12.0,12.0,3482.3999999999996
2020-01-03 12:22:26.664000,289.75,168.0,0.0,168.0,168.0,48678.0
2020-01-03 12:24:41.833654,290.65,99.0,0.0,99.0,99.0,28774.35
2020-01-03 12:27:16.277442,290.3,3.0,0.0,3.0,3.0,870.9000000000001
2020-01-03 12:31:00.000000,290.85,0.0,30.0,30.0,30.0,8725.5
2020-01-03 12:35:07.272000,291.0,88.0,0.0,88.0,88.0,25608.0
2020-01-03 12:38:39.996000,291.05,6.0,0.0,6.0,6.0,1746.3000000000002
2020-01-03 12:45:25.382077,291.1,0.0,120.0,120.0,120.0,34932.0
2020-01-03 12:49:59.284012,291.55,38.0,0.0,38.0,38.0,11078.9
2020-01-03 12:59:02.702432,291.4,6.0,0.0,6.0,6.0,1748.3999999999999
2020-01-03 13:01:17.998200,292.0,6.0,0.0,6.0,6.0,1752.0
2020-01-03 13:03:48.708000,292.2,52.0,0.0,52.0,52.0,15194.4
2020-01-03 13:09:25.514690,291.7,72.0,0.0,72.0,72.0,21002.399999999998
2020-01-03 13:14:17.744704,291.6,0.0,92.0,92.0,92.0,26827.2
2020-01-03 13:28:54.777130,291.75,0.0,10.0,10.0,10.0,2917.5
2020-01-03 13:37:32.724000,291.85,8.0,0.0,8.0,8.0,2334.8
2020-01-03 13:44:59.136943,291.8,16.0,0.0,16.0,16.0,4668.8
2020-01-03 13:55:28.040674,291.5,6.0,0.0,6.0,6.0,1749.0
2020-01-03 14:02:47.847975,291.45,29.0,0.0,29.0,29.0,8452.05
2020-01-03 14:10:00.947274,291.25,0.0,15.0,15.0,15.0,4368.75
2020-01-03 14:12:40.617056,291.2,18.0,0.0,18.0,18.0,5241.599999999999
2020-01-03 14:17:18.664800,290.95,0.0,3.0,3.0,3.0,872.8499999999999
2020-01-03 14:23:38.356820,291.05,13.0,0.0,13.0,13.0,3783.65
2020-01-03 14:29:52.230071,291.2,35.0,0.0,35.0,35.0,10192.0
2020-01-03 14:34:33.139543,291.65,7.0,0.0,7.0,7.0,2041.5499999999997
2020-01-03 14:39:28.384258,291.85,0.0,4.0,4.0,4.0,1167.4
2020-01-03 14:43:17.820000,291.85,0.0,2.0,2.0,2.0,583.7
2020-01-03 14:50:24.809549,291.4,0.0,4.0,4.0,4.0,1165.6
2020-01-03 14:55:50.104879,291.5,0.0,2.0,2.0,2.0,583.0
2020-01-03 15:02:24.480310,290.95,0.0,4.0,4.0,4.0,1163.8
2020-01-03 15:07:35.996400,291.1,44.0,0.0,44.0,44.0,12808.400000000001
2020-01-03 15:18:43.495650,291.1,0.0,33.0,33.0,33.0,9606.300000000001
2020-01-03 15:29:35.401865,291.05,0.0,4.0,4.0,4.0,1164.2
2020-01-03 15:33:44.177400,291.45,0.0,64.0,64.0,64.0,18652.8
2020-01-03 15:45:00.000000,291.5,4328.0,0.0,4328.0,4328.0,1261612.0
2020-01-06 09:00:33.345834,288.95,95.0,0.0,95.0,95.0,27450.25
2020-01-06 09:01:13.469621,288.75,0.0,1.0,1.0,1.0,288.75
2020-01-06 09:01:58.058710,289.0,2.0,0.0,2.0,2.0,578.0
2020-01-06 09:03:15.668076,288.9,0.0,6.0,6.0,6.0,1733.3999999999999
2020-01-06 09:04:59.823077,289.35,18.0,0.0,18.0,18.0,5208.3
2020-01-06 09:06:41.509362,289.8,1.0,0.0,1.0,1.0,289.8
2020-01-06 09:09:07.531714,289.55,37.0,0.0,37.0,37.0,10713.35
2020-01-06 09:12:13.828404,289.4,12.0,0.0,12.0,12.0,3472.7999999999997
2020-01-06 09:14:04.897469,289.05,29.0,0.0,29.0,29.0,8382.45
2020-01-06 09:15:21.321397,289.15,0.0,50.0,50.0,50.0,14457.499999999998
2020-01-06 09:18:06.368078,289.6,0.0,63.0,63.0,63.0,18244.800000000003
2020-01-06 09:22:32.332096,289.6,0.0,2.0,2.0,2.0,579.2
2020-01-06 09:28:15.800889,289.4,35.0,0.0,35.0,35.0,10129.0
2020-01-06 09:31:44.802386,289.95,100.0,0.0,100.0,100.0,28995.0
2020-01-06 09:36:00.000000,289.75,0.0,15.0,15.0,15.0,4346.25
2020-01-06 09:38:45.857483,289.5,96.0,0.0,96.0,96.0,27792.0
2020-01-06 09:42:05.184667,289.3,65.0,0.0,65.0,65.0,18804.5
2020-01-06 09:46:02.983127,289.1,0.0,50.0,50.0,50.0,14455.000000000002
2020-01-06 09:50:29.574507,289.25,12.0,0.0,12.0,12.0,3471.0
2020-01-06 09:56:00.000000,289.1,0.0,98.0,98.0,98.0,28331.800000000003
2020-01-06 10:00:21.299645,289.35,8.0,0.0,8.0,8.0,2314.8
2020-01-06 10:04:37.834054,289.65,0.0,7.0,7.0,7.0,2027.5499999999997
2020-01-06 10:10:10.960442,289.7,48.0,0.0,48.0,48.0,13905.599999999999
2020-01-06 10:17:32.683299,289.6,0.0,14.0,14.0,14.0,4054.4000000000005
2020-01-06 10:24:48.832326,289.7,10.0,0.0,10.0,10.0,2897.0
2020-01-06 10:29:56.857059,289.6,0.0,29.0,29.0,29.0,8398.400000000001
2020-01-06 10:34:37.853357,289.5,15.0,0.0,15.0,15.0,4342.5
2020-01-06 10:38:47.289388,289.25,29.0,0.0,29.0,29.0,8388.25
2020-01-06 10:46:43.416711,289.3,35.0,0.0,35.0,35.0,10125.5
2020-01-06 10:51:58.650851,288.85,0.0,2.0,2.0,2.0,577.7
2020-01-06 10:59:02.856857,289.1,0.0,15.0,15.0,15.0,4336.5
2020-01-06 11:04:49.479588,289.5,16.0,0.0,16.0,16.0,4632.0
2020-01-06 11:11:05.659811,289.45,35.0,0.0,35.0,35.0,10130.75
2020-01-06 11:23:18.911152,289.2,0.0,4.0,4.0,4.0,1156.8
2020-01-06 11:33:31.996800,289.2,6.0,0.0,6.0,6.0,1735.1999999999998
2020-01-06 11:40:15.150000,288.85,0.0,3.0,3.0,3.0,866.5500000000001
2020-01-06 11:45:00.899910,288.5,0.0,40.0,40.0,40.0,11540.0
2020-01-06 11:53:36.663000,288.75,7.0,0.0,7.0,7.0,2021.25
2020-01-06 12:04:59.994000,288.7,0.0,45.0,45.0,45.0,12991.5
2020-01-06 12:17:23.747625,288.5,0.0,36.0,36.0,36.0,10386.0
2020-01-06 12:30:03.076615,288.65,12.0,0.0,12.0,12.0,3463.7999999999997
2020-01-06 12:44:42.527392,288.85,25.0,0.0,25.0,25.0,7221.250000000001
2020-01-06 12:53:16.887200,289.0,0.0,7.0,7.0,7.0,2023.0
2020-01-06 13:02:59.994000,289.0,0.0,184.0,184.0,184.0,53176.0
2020-01-06 13:14:04.931014,289.2,49.0,0.0,49.0,49.0,14170.8
2020-01-06 13:23:14.813333,289.3,79.0,0.0,79.0,79.0,22854.7
2020-01-06 13:31:25.113767,289.25,0.0,40.0,40.0,40.0,11570.0
2020-01-06 13:47:07.499250,289.15,20.0,0.0,20.0,20.0,5783.0
2020-01-06 13:58:32.821830,289.6,15.0,0.0,15.0,15.0,4344.0
2020-01-06 14:04:17.141143,289.5,40.0,0.0,40.0,40.0,11580.0
2020-01-06 14:18:43.329000,289.55,0.0,5.0,5.0,5.0,1447.75
2020-01-06 14:31:10.908000,289.15,0.0,55.0,55.0,55.0,15903.249999999998
2020-01-06 14:38:13.598640,289.4,0.0,1.0,1.0,1.0,289.4
2020-01-06 14:48:44.343391,289.3,28.0,0.0,28.0,28.0,8100.400000000001
2020-01-06 14:58:51.622744,289.35,0.0,5.0,5.0,5.0,1446.75
2020-01-06 15:06:51.994800,289.15,0.0,24.0,24.0,24.0,6939.599999999999
2020-01-06 15:15:35.499408,288.75,0.0,11.0,11.0,11.0,3176.25
2020-01-06 15:20:16.781538,289.0,115.0,0.0,115.0,115.0,33235.0
2020-01-06 15:28:01.747398,288.95,113.0,0.0,113.0,113.0,32651.35
2020-01-06 15:33:11.665500,289.2,40.0,0.0,40.0,40.0,11568.0
2020-01-06 15:45:00.000000,289.0,3954.0,0.0,3954.0,3954.0,1142706.0
2020-01-07 09:00:52.613786,290.35,0.0,1.0,1.0,1.0,290.35
2020-01-07 09:02:08.515895,290.8,41.0,0.0,41.0,41.0,11922.800000000001
2020-01-07 09:02:59.611263,291.05,22.0,0.0,22.0,22.0,6403.1
2020-01-07 09:04:10.719389,291.0,42.0,0.0,42.0,42.0,12222.0
2020-01-07 09:05:52.100053,290.6,6.0,0.0,6.0,6.0,1743.6000000000001
2020-01-07 09:08:43.928661,291.2,8.0,0.0,8.0,8.0,2329.6
2020-01-07 09:11:41.245875,290.65,0.0,2.0,2.0,2.0,581.3
2020-01-07 09:15:21.401368,290.7,14.0,0.0,14.0,14.0,4069.7999999999997
2020-01-07 09:20:26.084348,290.9,7.0,0.0,7.0,7.0,2036.2999999999997
2020-01-07 09:21:58.273331,291.4,19.0,0.0,19.0,19.0,5536.599999999999
2020-01-07 09:22:54.671952,291.75,14.0,0.0,14.0,14.0,4084.5
2020-01-07 09:24:56.846774,291.75,0.0,67.0,67.0,67.0,19547.25
2020-01-07 09:27:06.037132,291.85,0.0,17.0,17.0,17.0,4961.450000000001
2020-01-07 09:31:45.295470,292.0,31.0,0.0,31.0,31.0,9052.0
2020-01-07 09:33:51.946024,291.9,10.0,0.0,10.0,10.0,2919.0
2020-01-07 09:38:03.276983,292.25,63.0,0.0,63.0,63.0,18411.75
2020-01-07 09:42:21.117888,292.0,12.0,0.0,12.0,12.0,3504.0
2020-01-07 09:46:40.703325,292.55,0.0,20.0,20.0,20.0,5851.0
2020-01-07 09:48:33.400021,292.8,0.0,8.0,8.0,8.0,2342.4
2020-01-07 09:50:18.083298,293.0,0.0,8.0,8.0,8.0,2344.0
2020-01-07 09:55:19.352903,292.8,118.0,0.0,118.0,118.0,34550.4
2020-01-07 09:59:22.854857,292.7,5.0,0.0,5.0,5.0,1463.5
2020-01-07 10:03:43.666519,292.2,0.0,2.0,2.0,2.0,584.4
2020-01-07 10:06:29.831271,292.45,0.0,50.0,50.0,50.0,14622.5
2020-01-07 10:12:45.877765,292.4,15.0,0.0,15.0,15.0,4386.0
2020-01-07 10:20:12.202169,292.5,0.0,15.0,15.0,15.0,4387.5
2020-01-07 10:26:29.365484,292.1,75.0,0.0,75.0,75.0,21907.5
2020-01-07 10:30:29.214470,292.15,0.0,10.0,10.0,10.0,2921.5
2020-01-07 10:33:59.018488,292.5,20.0,0.0,20.0,20.0,5850.0
2020-01-07 10:38:14.284286,292.55,0.0,4.0,4.0,4.0,1170.2
2020-01-07 10:45:02.222000,292.1,0.0,183.0,183.0,183.0,53454.3
2020-01-07 10:56:21.625744,291.95,10.0,0.0,10.0,10.0,2919.5
2020-01-07 11:03:54.851657,292.2,0.0,9.0,9.0,9.0,2629.7999999999997
2020-01-07 11:12:25.132622,292.35,1.0,0.0,1.0,1.0,292.35
2020-01-07 11:19:27.616286,292.55,0.0,8.0,8.0,8.0,2340.4
2020-01-07 11:22:55.035818,292.65,0.0,15.0,15.0,15.0,4389.75
2020-01-07 11:32:48.674377,292.35,0.0,3.0,3.0,3.0,877.0500000000001
2020-01-07 11:42:44.046228,292.05,20.0,0.0,20.0,20.0,5841.0
2020-01-07 11:51:51.533308,291.9,16.0,0.0,16.0,16.0,4670.4
2020-01-07 12:01:44.478310,292.0,0.0,24.0,24.0,24.0,7008.0
2020-01-07 12:17:05.820313,291.9,7.0,0.0,7.0,7.0,2043.2999999999997
2020-01-07 12:25:07.499250,291.9,3.0,0.0,3.0,3.0,875.6999999999999
2020-01-07 12:36:04.799520,291.7,0.0,34.0,34.0,34.0,9917.8
2020-01-07 12:42:05.914901,291.5,0.0,69.0,69.0,69.0,20113.5
2020-01-07 12:54:36.919385,291.7,21.0,0.0,21.0,21.0,6125.7
2020-01-07 13:06:53.601197,291.8,92.0,0.0,92.0,92.0,26845.600000000002
2020-01-07 13:12:21.969634,291.9,15.0,0.0,15.0,15.0,4378.5
2020-01-07 13:23:23.122687,292.15,0.0,2.0,2.0,2.0,584.3
2020-01-07 13:57:41.424429,292.05,7.0,0.0,7.0,7.0,2044.3500000000001
2020-01-07 14:04:08.779610,292.05,0.0,40.0,40.0,40.0,11682.0
2020-01-07 14:14:14.641393,292.3,0.0,7.0,7.0,7.0,2046.1000000000001
2020-01-07 14:18:57.137143,292.3,7.0,0.0,7.0,7.0,2046.1000000000001
2020-01-07 14:28:32.937882,292.05,6.0,0.0,6.0,6.0,1752.3000000000002
2020-01-07 14:40:00.437912,291.85,39.0,0.0,39.0,39.0,11382.150000000001
2020-01-07 14:48:08.436656,292.05,52.0,0.0,52.0,52.0,15186.6
2020-01-07 15:01:58.614828,291.95,0.0,74.0,74.0,74.0,21604.3
2020-01-07 15:08:51.328200,292.3,102.0,0.0,102.0,102.0,29814.600000000002
2020-01-07 15:18:18.290854,292.15,0.0,159.0,159.0,159.0,46451.85
2020-01-07 15:27:18.945474,291.9,23.0,0.0,23.0,23.0,6713.7
2020-01-07 15:33:35.785895,292.15,15.0,0.0,15.0,15.0,4382.25
2020-01-07 15:45:00.000000,292.4,4871.0,0.0,4871.0,4871.0,1424280.4
2020-01-08 09:00:21.587799,289.85,0.0,2.0,2.0,2.0,579.7
2020-01-08 09:00:55.726644,289.35,0.0,1.0,1.0,1.0,289.35
2020-01-08 09:01:45.877765,289.8,10.0,0.0,10.0,10.0,2898.0
2020-01-08 09:02:49.489214,289.55,0.0,9.0,9.0,9.0,2605.9500000000003
2020-01-08 09:04:39.206605,289.8,0.0,6.0,6.0,6.0,1738.8000000000002
2020-01-08 09:06:14.526392,289.65,47.0,0.0,47.0,47.0,13613.55
2020-01-08 09:08:07.825304,289.7,62.0,0.0,62.0,62.0,17961.399999999998
2020-01-08 09:10:29.997000,289.5,42.0,0.0,42.0,42.0,12159.0
2020-01-08 09:11:26.439303,289.25,0.0,19.0,19.0,19.0,5495.75
2020-01-08 09:12:14.128517,288.95,24.0,0.0,24.0,24.0,6934.799999999999
2020-01-08 09:13:11.471380,289.25,0.0,23.0,23.0,23.0,6652.75
2020-01-08 09:15:17.017529,289.3,99.0,0.0,99.0,99.0,28640.7
2020-01-08 09:16:24.865934,289.05,2.0,0.0,2.0,2.0,578.1
2020-01-08 09:19:17.003647,289.15,2.0,0.0,2.0,2.0,578.3
2020-01-08 09:22:37.496250,289.3,0.0,10.0,10.0,10.0,2893.0
2020-01-08 09:26:26.054537,289.1,56.0,0.0,56.0,56.0,16189.600000000002
2020-01-08 09:30:08.029966,288.95,0.0,11.0,11.0,11.0,3178.45
2020-01-08 09:31:08.452763,288.5,0.0,13.0,13.0,13.0,3750.5
2020-01-08 09:33:07.515732,288.25,0.0,8.0,8.0,8.0,2306.0
2020-01-08 09:34:29.218635,288.3,0.0,8.0,8.0,8.0,2306.4
2020-01-08 09:36:10.227985,288.5,9.0,0.0,9.0,9.0,2596.5
2020-01-08 09:38:09.728757,288.25,0.0,5.0,5.0,5.0,1441.25
2020-01-08 09:40:11.417543,288.15,5.0,0.0,5.0,5.0,1440.75
2020-01-08 09:43:08.862750,288.3,0.0,100.0,100.0,100.0,28830.0
2020-01-08 09:47:39.382564,288.3,5.0,0.0,5.0,5.0,1441.5
2020-01-08 09:51:58.404755,288.5,0.0,2.0,2.0,2.0,577.0
2020-01-08 09:55:56.959284,288.7,20.0,0.0,20.0,20.0,5774.0
2020-01-08 09:58:34.977197,288.85,20.0,0.0,20.0,20.0,5777.0
2020-01-08 10:00:35.420186,288.7,19.0,0.0,19.0,19.0,5485.3
2020-01-08 10:03:09.794939,289.0,50.0,0.0,50.0,50.0,14450.0
2020-01-08 10:04:42.115788,289.35,31.0,0.0,31.0,31.0,8969.85
2020-01-08 10:05:58.260840,289.35,0.0,31.0,31.0,31.0,8969.85
2020-01-08 10:07:59.218216,289.45,0.0,59.0,59.0,59.0,17077.55
2020-01-08 10:10:21.483263,289.05,4.0,0.0,4.0,4.0,1156.2
2020-01-08 10:11:56.646695,288.75,0.0,7.0,7.0,7.0,2021.25
2020-01-08 10:15:36.627916,289.05,0.0,186.0,186.0,186.0,53763.3
2020-01-08 10:19:56.042299,289.15,30.0,0.0,30.0,30.0,8674.5
2020-01-08 10:26:10.768154,288.95,0.0,7.0,7.0,7.0,2022.6499999999999
2020-01-08 10:29:55.769070,288.6,56.0,0.0,56.0,56.0,16161.600000000002
2020-01-08 10:33:25.421186,288.5,5.0,0.0,5.0,5.0,1442.5
2020-01-08 10:36:21.353797,288.35,0.0,50.0,50.0,50.0,14417.500000000002
2020-01-08 10:39:26.419376,288.65,0.0,2.0,2.0,2.0,577.3
2020-01-08 10:42:36.703946,289.05,0.0,2.0,2.0,2.0,578.1
2020-01-08 10:44:11.132907,289.4,6.0,0.0,6.0,6.0,1736.3999999999999
2020-01-08 10:46:12.819231,289.05,0.0,16.0,16.0,16.0,4624.8
2020-01-08 10:54:03.496583,289.15,63.0,0.0,63.0,63.0,18216.449999999997
2020-01-08 10:56:43.348266,289.15,0.0,1.0,1.0,1.0,289.15
2020-01-08 11:01:00.602955,289.4,0.0,30.0,30.0,30.0,8682.0
2020-01-08 11:03:42.129120,289.55,5.0,0.0,5.0,5.0,1447.75
2020-01-08 11:05:22.677158,289.75,6.0,0.0,6.0,6.0,1738.5
2020-01-08 11:07:24.442000,289.7,0.0,6.0,6.0,6.0,1738.1999999999998
2020-01-08 11:10:45.561481,289.6,0.0,25.0,25.0,25.0,7240.000000000001
2020-01-08 11:16:37.321849,290.0,0.0,5.0,5.0,5.0,1450.0
2020-01-08 11:22:26.622337,289.8,0.0,37.0,37.0,37.0,10722.6
2020-01-08 11:29:03.280922,289.75,0.0,6.0,6.0,6.0,1738.5
2020-01-08 11:34:28.997100,290.0,1.0,0.0,1.0,1.0,290.0
2020-01-08 11:38:45.273823,290.3,1.0,0.0,1.0,1.0,290.3
2020-01-08 11:41:09.835082,290.5,10.0,0.0,10.0,10.0,2905.0
2020-01-08 11:44:56.283031,290.5,15.0,0.0,15.0,15.0,4357.5
2020-01-08 11:46:46.768486,290.9,129.0,0.0,129.0,129.0,37526.1
2020-01-08 11:49:18.499591,290.8,14.0,0.0,14.0,14.0,4071.2000000000003
2020-01-08 11:51:25.036866,290.9,45.0,0.0,45.0,45.0,13090.499999999998
2020-01-08 11:55:15.632239,290.7,13.0,0.0,13.0,13.0,3779.1
2020-01-08 11:59:50.838289,290.8,0.0,19.0,19.0,19.0,5525.2
2020-01-08 12:02:49.263366,290.9,0.0,10.0,10.0,10.0,2909.0
2020-01-08 12:04:31.450599,291.2,0.0,23.0,23.0,23.0,6697.599999999999
2020-01-08 12:08:06.060000,291.25,7.0,0.0,7.0,7.0,2038.75
2020-01-08 12:11:40.472143,291.55,0.0,8.0,8.0,8.0,2332.4
2020-01-08 12:14:42.303462,291.1,0.0,1.0,1.0,1.0,291.1
2020-01-08 12:18:06.356980,291.0,6.0,0.0,6.0,6.0,1746.0
2020-01-08 12:22:43.120688,291.25,19.0,0.0,19.0,19.0,5533.75
2020-01-08 12:27:04.182588,291.15,0.0,4.0,4.0,4.0,1164.6
2020-01-08 12:28:08.683342,290.7,117.0,0.0,117.0,117.0,34011.9
2020-01-08 12:28:54.468237,291.05,7.0,0.0,7.0,7.0,2037.3500000000001
