iter	Logloss
335	0.3749582416
336	0.3745749904
337	0.3742553304
338	0.3739420604
339	0.3737485759
340	0.3734886343
341	0.3734086999
342	0.3731146777
343	0.3727362675
344	0.371810787
345	0.3715731526
346	0.3713204918
347	0.3710514104
348	0.3708955694
349	0.3704568598
350	0.3702140359
351	0.3694373867
352	0.3692803451
353	0.3689070469
354	0.3685696108
355	0.3685182963
356	0.3677043522
357	0.3672888019
358	0.3670848995
359	0.3667644262
360	0.3663915928
361	0.366143347
362	0.3659274002
363	0.3657585466
364	0.3652361848
365	0.3645300204
366	0.364461898
367	0.3639148665
368	0.3637691721
369	0.363422906
370	0.3632677234
371	0.3630559593
372	0.3628069776
373	0.3626198832
374	0.3621221135
375	0.3618631788
376	0.361796838
377	0.3615804265
378	0.3612854748
379	0.3604221526
380	0.3603735879
381	0.3601973759
382	0.3600165941
383	0.3597910429
384	0.3594321128
385	0.3592659701
386	0.3586744402
387	0.3584040421
388	0.3580562656
389	0.3576057827
390	0.3575813067
391	0.3573323638
392	0.3570436086
393	0.3565946361
394	0.3559315759
395	0.3558081888
396	0.3556687684
397	0.3554780722
398	0.3548868522
399	0.3544634014
400	0.3536444614
401	0.353302649
402	0.3530774075
403	0.3528733115
404	0.3524892857
405	0.3522390261
406	0.3519674274
407	0.3516388986
408	0.3512396141
409	0.3506466125
410	0.350468774
411	0.3502119694
412	0.3500358736
413	0.349815783
414	0.3494527477
415	0.3489142751
416	0.3483760736
417	0.3483461756
418	0.3481536205
419	0.3478070059
420	0.3476285478
421	0.3473715495
422	0.3470789989
423	0.3467406721
424	0.3466698
425	0.3463522313
426	0.3463162918
427	0.3454071545
428	0.3452044527
429	0.3449223974
430	0.3444411646
431	0.3440409893
432	0.3438561411
433	0.3437899938
434	0.3435933723
435	0.343533499
436	0.343348186
437	0.3430800341
438	0.3427258287
439	0.3415373471
440	0.3413013393
441	0.3411472023
442	0.3408698719
443	0.3404578458
444	0.340291161
445	0.34004764
446	0.3397184141
447	0.3395434415
448	0.3393713735
449	0.3391543424
450	0.3391335455
451	0.3388340627
452	0.3387775974
453	0.338500112
454	0.3381974535
455	0.3378686925
456	0.3376021284
457	0.3373073316
458	0.33713507
459	0.3369622274
460	0.3367674648
461	0.3366067053
462	0.3364851384
463	0.336422012
464	0.3363692646
465	0.3361650911
466	0.3358902005
467	0.335681341
468	0.3354796461
469	0.3354215156
470	0.3353732606
471	0.3351359361
472	0.3348566305
473	0.3345674493
474	0.3342839224
475	0.3340154606
476	0.3329624492
477	0.3322914497
478	0.3318553736
479	0.331176706
480	0.3309350052
481	0.3306760318
482	0.3302162155
483	0.3300212206
484	0.3298311053
485	0.3297000501
486	0.3295608234
487	0.3294439426
488	0.3293939836
489	0.3290602266
490	0.3288866095
491	0.3286950226
492	0.3286684552
493	0.3284662956
494	0.3274250187
495	0.327124529
496	0.3268580424
497	0.3266345437
498	0.3264381933
499	0.3261799557
500	0.3260194285
501	0.3258967773
502	0.325647602
503	0.3254122139
504	0.3250972787
505	0.3248134226
506	0.3246684834
507	0.3245366149
508	0.3243695815
509	0.3241024365
510	0.3239716911
511	0.3232067765
512	0.3231003716
513	0.3228833599
514	0.3226188484
515	0.3224401772
516	0.3222770747
517	0.3220966802
518	0.3219463966
519	0.3217747739
520	0.321631868
521	0.3213533176
522	0.3211526103
523	0.3209926834
524	0.3209873584
525	0.3207205232
526	0.3205446985
527	0.3204359506
528	0.3203899031
529	0.3203472444
530	0.3200617617
531	0.3198082102
532	0.3197535651
533	0.3196038043
534	0.3193932989
535	0.3188445246
536	0.3185870422
537	0.318416136
538	0.3181542386
539	0.3179039984
540	0.3177175816
541	0.3175572482
542	0.3175164677
543	0.3173805134
544	0.3172301717
545	0.3171007818
546	0.3169230208
547	0.3167218488
548	0.3166135462
549	0.3164226177
550	0.3163849354
551	0.3161469719
552	0.3159325743
553	0.3157266968
554	0.3155469606
555	0.3151234517
556	0.3148359746
557	0.3146840063
558	0.3145097695
559	0.3143947477
560	0.3141154228
561	0.3137295187
562	0.3134177785
563	0.31326186
564	0.3130960852
565	0.3128426112
566	0.312728848
567	0.3126270711
568	0.3125026383
569	0.3122696126
570	0.31205963
571	0.3118971084
572	0.3117915942
573	0.3115438519
574	0.3113224832
575	0.310612659
576	0.3105753641
577	0.3104443089
578	0.3100845461
579	0.3098610281
580	0.3094933842
581	0.3093928078
582	0.3091295743
583	0.3088841557
584	0.3083598962
585	0.3081372301
586	0.3079343153
587	0.30712467
588	0.307079126
589	0.3069285519
590	0.3066763946
591	0.306428478
592	0.3063173483
593	0.3060631771
594	0.3058247295
595	0.3055659884
596	0.3054134005
597	0.3052070196
598	0.3050662049
599	0.3048789943
600	0.3048116465
601	0.3047779726
602	0.3045325733
603	0.3040699299
604	0.3039082022
605	0.303330382
606	0.3031366457
607	0.3029896153
608	0.302694044
609	0.3025122359
610	0.3023495594
611	0.3023170473
612	0.3019034915
613	0.3017105878
614	0.3016052092
615	0.3015735492
616	0.3008851802
617	0.300789716
618	0.2999277492
619	0.2997071164
620	0.299563707
621	0.299336413
622	0.2989599198
623	0.2985666961
624	0.2983781687
625	0.2980689265
626	0.2979181588
627	0.2978890354
628	0.2977518806
629	0.2975447445
630	0.2973706239
631	0.2970759239
632	0.2970062718
633	0.2963989023
634	0.29612802
635	0.2960643707
636	0.2959032627
637	0.2956794735
638	0.2953575867
639	0.2952383241
640	0.295157712
641	0.2949940479
642	0.2949000166
643	0.2947271353
644	0.2943796686
645	0.294173094
646	0.2938985713
647	0.2937767334
648	0.2935951577
649	0.2935486067
650	0.2932440699
651	0.2930844529
652	0.2922625695
653	0.2921146871
654	0.2919709098
655	0.2917666976
656	0.2916073129
657	0.2914689769
658	0.2912437936
659	0.2909002384
660	0.2907786716
661	0.290427487
662	0.2900343602
663	0.2898540818
664	0.2896722544
665	0.289098307
666	0.2889689558
667	0.288792163
668	0.2886228059
669	0.288470218
670	0.2879531038
671	0.2878574846
672	0.2877232731
673	0.2876173523
674	0.2875105795
675	0.2873572945
676	0.287143594
677	0.2869961956
678	0.2866686157
679	0.2864051305
680	0.2861099465
681	0.2859526919
682	0.2858929928
683	0.2857415474
684	0.2855590035
685	0.2854409221
686	0.2852546216
687	0.2850102873
688	0.2849515952
689	0.2845408471
690	0.2844702268
691	0.2843019735
692	0.2842743605
693	0.28412185
694	0.2839599481
695	0.2838367353
696	0.2836271399
697	0.2835784977
698	0.283102377
699	0.2829597228
700	0.2828769032
701	0.2826166711
702	0.2824672008
703	0.2824039194
704	0.2822745295
705	0.28214665
706	0.2820026403
707	0.2815731286
708	0.2814416474
709	0.2813111925
710	0.2811564552
711	0.2810227665
712	0.2808696751
713	0.2807296157
714	0.2804962608
715	0.2802294643
716	0.2800897922
717	0.280029396
718	0.2797566742
719	0.2796207199
720	0.2794544223
721	0.2791318577
722	0.2790081027
723	0.2788782481
724	0.2787262024
725	0.2786181128
726	0.278493835
727	0.2783506774
728	0.2781181745
729	0.2779141559
730	0.2775851624
731	0.2772849632
732	0.2772082626
733	0.277103736
734	0.2769883462
735	0.2769627665
736	0.2768564971
737	0.2767431406
738	0.2766181269
739	0.2764593426
740	0.2762457582
741	0.275691291
742	0.2756450886
743	0.2755749911
744	0.2754536566
745	0.2753667125
746	0.2752435965
747	0.2750200978
748	0.2748465194
749	0.2746549713
750	0.2745628376
751	0.2743884846
752	0.2742549121
753	0.2741402775
754	0.2736820878
755	0.2736190195
756	0.2734389541
757	0.2729308441
758	0.2727688066
759	0.2726688112
760	0.2724987764
761	0.272373937
762	0.2722374018
763	0.2721332044
764	0.2719981603
765	0.2719051359
766	0.2717252061
767	0.2715564299
768	0.2714223733
769	0.2711707969
770	0.2709887371
771	0.2709065371
772	0.2707553822
773	0.2707286599
774	0.2705697787
775	0.2704590944
776	0.2703334805
777	0.270211933
778	0.270063702
779	0.269837473
780	0.2695556501
781	0.2693437117
782	0.2691475162
783	0.2690216118
784	0.2687329147
785	0.26835251
786	0.2683260782
787	0.2682804954
788	0.2680079479
789	0.2679069649
790	0.2677888836
791	0.2675536697
792	0.267344907
793	0.2671155023
794	0.2669105156
795	0.2664200268
796	0.266152417
797	0.266028236
798	0.2659258395
799	0.2659003953
800	0.2656347413
801	0.2653936601
802	0.2651657078
803	0.2649882372
804	0.2649351412
805	0.2648540644
806	0.2647401657
807	0.2645405234
808	0.2643447926
809	0.2643018046
810	0.2642242326
811	0.2642002988
812	0.2639501941
813	0.2637886988
814	0.2636084979
815	0.2631906239
816	0.2630129403
817	0.2627176595
818	0.2626932609
819	0.2625897606
820	0.2625632126
821	0.2624011945
822	0.2622845073
823	0.2621117422
824	0.2619175218
825	0.2618754633
826	0.261731899
827	0.2616055299
828	0.2615267961
829	0.2613239394
830	0.2608672601
831	0.2607504955
832	0.2606180848
833	0.2604647998
834	0.2603276837
835	0.2599019673
836	0.2596118567
837	0.2594920325
838	0.2593006006
839	0.2591500846
840	0.2589916488
841	0.2588862121
842	0.2587026419
843	0.2585957142
844	0.2584372784
845	0.2580013185
846	0.2578926867
847	0.2577101234
848	0.2576505212
849	0.2575534691
850	0.2573831825
851	0.2571692303
852	0.2569072748
853	0.2568065629
854	0.256645726
855	0.2564533258
856	0.2563966863
857	0.2562673545
858	0.2560959061
859	0.2558498097
860	0.255748788
861	0.2554884978
862	0.255203809
863	0.2551266243
864	0.2550278101
865	0.2548803537
866	0.2548561875
867	0.254620993
868	0.2545184415
869	0.2542402978
870	0.2540083758
871	0.2538553618
872	0.2537503899
873	0.2537054655
874	0.2535139561
875	0.253353003
876	0.2531445694
877	0.2530040259
878	0.252903953
879	0.2525498639
880	0.2522969901
881	0.25224128
882	0.2521735062
883	0.2520532368
884	0.2520097841
885	0.2518514838
886	0.2514330676
887	0.251223085
888	0.2511700665
889	0.2507950256
890	0.2504849894
891	0.2502520992
892	0.2501601592
893	0.2498179402
894	0.2497948003
895	0.2496811726
896	0.2495502723
897	0.2494541497
898	0.2493449951
899	0.249110246
900	0.2489843029
901	0.2487563892
902	0.2486330022
903	0.2485565727
904	0.2483892488
905	0.2482671978
906	0.2481215229
907	0.2479411283
908	0.2477863717
909	0.2472624994
910	0.2470859196
911	0.246427894
912	0.2463696279
913	0.2462128961
914	0.2456168738
915	0.2454233892
916	0.245282807
917	0.2451401334
918	0.245019922
919	0.2448911324
920	0.2447242733
921	0.2445697296
922	0.2443372267
923	0.2440427785
924	0.2438144389
925	0.243723893
926	0.2436259502
927	0.2435087983
928	0.2433547388
929	0.2432050748
930	0.2428251348
931	0.2427157091
932	0.2425065591
933	0.2423933382
934	0.2422245426
935	0.2419954478
936	0.2419493228
937	0.2418762627
938	0.2416629882
939	0.2415746692
940	0.241453509
941	0.2413691403
942	0.2412274543
943	0.2411694592
944	0.2410505452
945	0.2409964424
946	0.2408176551
947	0.2407213969
948	0.2405965769
949	0.2404416653
950	0.2403681598
951	0.240351042
952	0.2401506058
953	0.240040638
954	0.2400044661
955	0.2399505569
956	0.2398318559
957	0.2395637814
958	0.2394748041
959	0.2392442375
960	0.2390825099
961	0.2389919834
962	0.2387941226
963	0.2386958312
964	0.2386720135
965	0.2385677387
966	0.2384861003
967	0.2383861436
968	0.2382127975
969	0.2381207026
970	0.2380252771
971	0.2379460011
972	0.23789641
973	0.2377796648
974	0.2377389811
975	0.2376702197
976	0.2375614718
977	0.2374554542
978	0.2373476745
979	0.237232246
980	0.2370567312
981	0.23672919
982	0.236627355
983	0.2364658016
984	0.2362409862
985	0.2360501158
986	0.2360073214
987	0.2359092237
988	0.2358153085
989	0.2357920331
990	0.2356336941
991	0.2355694639
992	0.2353246842
993	0.2351734711
994	0.2351031413
995	0.2349437373
996	0.2348309617
997	0.2346086248
998	0.2345130831
999	0.2344558626
